
2025-07-04 10:10:06 | INFO  | SYSTEM   | 启动     | 日志系统初始化成功
2025-07-04 12:54:59 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:54:59 | INFO  | DB       | 连接     | 连接关闭 - 数据库连接已安全关闭
2025-07-04 12:54:59 | INFO  | UTIL     | 日志     | 数据库连接关闭成功
2025-07-04 12:54:59 | INFO  | GENERAL  | -      | 数据库连接测试成功
2025-07-04 12:54:59 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:54:59 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:54:59 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:54:59 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:54:59 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:54:59 | INFO  | GENERAL  | -      | 连接池初始化成功
2025-07-04 12:55:00 | INFO  | GENERAL  | -      | GUI系统启动成功
2025-07-04 12:55:06 | DEBUG | USER     | 登录校验   | 登录校验并获取用户信息: ozy
2025-07-04 12:55:06 | DEBUG | DB       | 查询     | 执行查询SQL: SELECT id,username,password,registerTime,comment FROM user WHERE username = 'ozy' AND password = '123456'
2025-07-04 12:55:06 | INFO  | DB       | 查询     | 表:user 结果:成功，返回5个字段
2025-07-04 12:55:06 | INFO  | UTIL     | 日志     | 查询结果：[2, ozy, 123456, 2023-06-04, no]
2025-07-04 12:55:06 | INFO  | USER     | 登录     | 用户:ozy 详情:登录成功，用户ID: 2
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:07 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:07 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:19 | DEBUG | USER     | 登录校验   | 登录校验并获取用户信息: root
2025-07-04 12:55:19 | INFO  | DB       | 连接     | 尝试连接数据库: localhost:3306/rental
2025-07-04 12:55:19 | INFO  | DB       | 连接     | 驱动加载 - MySQL JDBC驱动加载成功
2025-07-04 12:55:19 | INFO  | UTIL     | 日志     | 数据库驱动加载成功
2025-07-04 12:55:19 | INFO  | DB       | 连接     | 连接成功 - 数据库: rental, 用户: root, 地址: localhost:3306
2025-07-04 12:55:19 | INFO  | UTIL     | 日志     | 数据库连接成功
2025-07-04 12:55:19 | DEBUG | DB       | 查询     | 执行查询SQL: SELECT id,username,password,registerTime,comment FROM user WHERE username = 'root' AND password = '123465'
2025-07-04 12:55:19 | INFO  | DB       | 查询     | 表:user 结果:无结果
2025-07-04 12:55:19 | WARN  | USER     | 登录校验   | 登录校验失败: root (用户名或密码错误)
2025-07-04 12:55:23 | DEBUG | USER     | 登录校验   | 登录校验并获取用户信息: root
2025-07-04 12:55:23 | DEBUG | DB       | 查询     | 执行查询SQL: SELECT id,username,password,registerTime,comment FROM user WHERE username = 'root' AND password = '123456'
2025-07-04 12:55:23 | INFO  | DB       | 查询     | 表:user 结果:成功，返回5个字段
2025-07-04 12:55:23 | INFO  | UTIL     | 日志     | 查询结果：[1, root, 123456, 2023-06-04, I'm the root!]
2025-07-04 12:55:23 | INFO  | USER     | 登录     | 用户:root 详情:登录成功，用户ID: 1
2025-07-04 12:55:52 | INFO  | GENERAL  | -      | === 系统正常关闭 ===
2025-07-04 12:55:52 | INFO  | SYSTEM   | 关闭     | 日志系统关闭
